gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
739,36690.7,15129.025,9982.95,4310.28,3,3,100,100,2,2,40,140,4987,2370,0,39924,93,12977,2,69947,-1
740,38889.875,15129.025,10219.31,4166.09,3,3,100,100,2,1,40,136,7621,4894,0,44170,299,13963,7,90976,-1
741,38006.2,16375.8,10333.17,4100.41,3,3,100,100,1,1,40,139,6555,3314,0,41508,236,17482,4,77456,-1
742,38006.2,16375.8,9719.47,4226.3,3,3,100,100,1,1,40,136,6275,4223,0,39987,288,13869,2,56360,-1
743,38006.2,16375.8,9758.12,4370.45,3,3,100,100,1,2,40,140,6927,4547,0,39597,97,15095,0,57895,-1
744,38006.2,16375.8,9766.0,4585.91,3,3,100,100,1,3,40,130,4829,2971,0,37660,158,12913,4,47276,-1
745,38006.2,16375.8,9690.37,4636.25,3,3,100,100,1,3,40,127,6876,3421,0,40024,84,17781,6,49690,-1
746,38006.2,16375.8,9480.65,4664.75,3,3,100,100,1,3,40,128,5869,3196,0,34246,98,18522,20,53466,-1
747,38006.2,16375.8,9413.46,4737.21,4,3,100,100,1,3,40,129,3893,1847,0,31294,54,13640,1,44142,-1
748,38006.2,16375.8,9117.88,4796.89,3,3,100,100,1,2,40,134,4100,1760,0,30183,123,15531,4,35658,-1
749,38006.2,16375.8,8806.17,4814.53,3,3,100,100,1,2,40,133,4393,1956,0,34970,163,16891,1,45642,-1
750,38006.2,16375.8,8326.7,4915.88,3,3,100,100,1,2,40,132,5066,1806,0,28910,101,14391,1,29808,-1
751,33133.775,16510.15,8159.82,5164.88,3,3,100,100,2,4,40,136,5924,2232,0,31499,115,15296,4,35054,-1
752,33133.775,16375.8,8418.19,5237.87,3,3,100,100,4,3,40,141,5638,2121,0,34469,105,15797,5,41332,-1
753,33133.775,16312.325,8083.82,5215.22,3,3,100,100,4,2,40,140,5612,2508,0,33850,252,13387,6,34191,-1
754,33133.775,18599.7,7726.34,5356.45,3,3,100,100,3,1,40,131,5327,1894,0,29897,137,10552,2,31141,-1
755,32816.775,18599.7,7695.2,5307.6,3,3,100,100,3,1,40,133,5812,2152,0,34736,206,12534,4,38075,-1
756,32225.075,18599.7,8076.14,5378.42,3,3,100,100,2,1,40,149,8299,2265,0,36626,260,13759,16,36464,-1
757,32225.075,18599.7,7688.22,5338.62,4,3,100,100,2,1,40,137,7730,2519,0,30962,257,13997,16,32957,-1
758,32225.075,19606.15,7526.84,5386.41,3,3,100,100,2,1,40,130,8739,3789,0,31691,136,11572,9,32533,-1
759,32225.075,18599.7,7659.84,5507.57,3,3,100,100,2,1,40,140,7382,2647,0,30979,217,11644,9,30832,-1
760,32225.075,18599.7,7694.36,5578.23,3,3,100,100,2,1,40,141,6978,2153,0,33756,405,10755,2,33759,-1
761,32225.075,18599.7,7401.95,5617.03,3,3,100,100,2,2,40,129,7462,2014,0,29940,139,10420,0,28732,-1
762,32225.075,18284.725,7282.39,5478.39,3,3,100,100,2,2,40,129,5389,1665,0,27445,54,7086,1,22790,-1
763,32225.075,17585.95,6927.23,5412.37,3,3,100,100,2,1,40,121,7420,2702,0,25827,52,9135,1,24492,-1
764,32225.075,17585.95,6684.84,5255.48,3,3,100,100,2,1,40,122,8467,2696,0,28352,181,9487,3,26420,-1
765,32225.075,17585.95,6538.32,5319.47,3,3,100,100,2,1,40,135,6918,2332,0,28500,133,8709,5,28372,-1
766,32225.075,17585.95,6401.98,5378.39,3,3,100,100,2,1,40,129,8694,2770,0,26074,117,9968,3,29692,-1
767,32225.075,17585.95,6197.2,5179.3,3,2,100,100,2,1,40,117,7738,3460,0,26757,53,9689,0,25733,-1
768,32225.075,16478.7,6341.19,5125.2,3,3,100,100,2,2,40,136,8253,3912,0,32222,98,10853,6,32855,-1
769,32225.075,18860.425,6159.13,5064.99,3,3,100,100,2,1,40,134,8000,2736,0,27338,80,9991,4,27846,-1
770,32225.075,18860.425,6424.8,5230.22,3,3,100,100,1,1,40,140,9574,2755,0,31771,110,10601,1,41187,-1
771,32225.075,18860.425,6650.89,5254.57,3,3,100,100,1,1,40,133,8906,2607,0,32444,163,10424,0,45489,-1
772,32225.075,18860.425,7028.63,5339.77,3,3,100,100,1,1,40,135,9906,1644,0,34035,167,11505,3,47521,-1
773,32629.25,18860.425,7428.34,5370.15,3,3,100,100,1,1,40,126,9160,2287,0,38988,300,13945,1,58605,-1
774,32629.25,18860.425,7554.97,5421.11,3,3,100,100,1,1,40,134,5898,1985,0,30825,121,9985,3,45424,-1
775,32629.25,18860.425,7239.16,5382.9,3,3,100,100,1,1,40,135,8464,2471,0,29039,62,10639,0,39768,-1
776,32629.25,18860.425,7194.8,5446.6,3,3,100,100,1,1,40,143,7624,3095,0,36287,503,13094,0,54557,-1
777,28929.15,18860.425,7298.16,5515.68,3,3,100,100,2,1,40,133,7382,2537,0,30934,72,10835,1,48125,-1
778,28929.15,18860.425,7110.03,5595.67,3,3,100,100,2,1,40,128,7832,3067,0,31042,136,9831,2,50365,-1
779,36896.75,18860.425,7852.71,5548.23,3,3,100,100,1,1,40,141,12927,5297,0,41741,95,16977,0,83031,-1
780,36896.75,18860.425,8213.37,5532.92,3,3,100,100,1,1,40,141,12728,2839,0,34308,66,14554,3,68301,-1
781,36896.75,16999.875,9359.25,5521.91,3,3,100,100,1,3,40,149,12944,2074,0,34692,60,14683,13,67880,-1
782,36896.75,17578.325,9185.33,5427.17,3,3,100,100,1,1,40,141,16954,2512,0,31676,132,16746,0,59897,-1
783,36896.75,17578.325,9384.82,5616.83,3,3,100,100,1,2,40,145,14275,2432,0,27007,188,17445,0,63979,-1
784,32441.875,18571.25,8808.37,5490.95,3,3,100,100,3,2,40,123,11906,2593,0,24727,72,16738,0,61544,-1
785,32441.875,21177.175,8371.52,5527.2,3,3,100,100,3,1,40,139,13739,2736,0,26603,64,16575,5,66177,-1
786,35226.5,21177.175,8503.18,5022.6,3,3,100,100,1,1,40,125,22155,11940,0,31482,25,21564,3,84737,-1
787,35226.5,21177.175,8079.91,4909.47,3,3,100,100,1,1,40,126,21423,5487,0,28925,91,16735,13,64778,-1
788,35226.5,21177.175,7526.67,4955.83,3,3,100,100,1,1,40,128,14829,1762,0,18818,43,11286,3,34493,-1
789,35226.5,21177.175,7147.5,4985.91,3,3,100,100,1,2,40,132,16734,1033,0,17747,44,10755,0,31159,-1
790,35226.5,21177.175,6772.54,5055.21,3,3,100,100,1,2,40,122,17251,1404,0,21026,77,13296,3,37245,-1
791,35226.5,21177.175,6622.89,5136.02,3,3,100,100,1,2,40,127,13923,1643,0,18775,188,12137,2,38914,-1
792,35226.5,21177.175,6433.67,4999.32,3,3,100,100,1,2,40,125,17851,1689,0,21868,91,9710,1,39422,-1
793,35226.5,20725.95,6276.15,4812.1,3,3,100,100,1,1,40,121,13879,1564,0,24446,74,11667,5,42997,-1
794,35226.5,18571.25,6806.92,4950.92,3,3,100,100,1,1,40,136,13212,2900,0,34827,328,16775,1,64803,-1
795,31721.875,18571.25,6424.81,4952.82,3,3,100,100,1,1,40,117,12765,1687,0,27328,84,13921,0,36209,-1
796,31721.875,18571.25,6546.92,4765.82,3,3,100,100,1,1,40,130,13493,2434,0,28113,37,13984,2,42664,-1
797,31471.05,18571.25,6824.79,4746.37,3,3,100,100,2,2,40,131,16332,3973,0,32435,121,16982,24,47507,-1
798,31471.05,18431.65,6927.56,4829.95,3,3,100,100,1,1,40,124,13426,2367,0,26428,65,15459,6,43698,-1
799,30347.0,18431.65,7022.39,4878.19,3,3,100,100,3,1,40,122,9935,3400,0,29806,298,20150,5,60089,-1
800,30844.25,18431.65,7604.22,4688.28,3,3,100,100,3,1,40,138,13131,5266,0,29093,106,16101,3,58706,-1
801,30844.25,18431.65,7435.33,4093.38,3,3,100,100,2,1,40,123,20684,12363,0,32192,27,19437,4,70035,-1
802,35236.925,18431.65,7892.55,3743.57,3,3,100,100,1,1,40,106,18756,10146,0,33518,395,16475,1,71841,-1
803,33977.25,14273.375,8470.1,3502.61,3,3,100,100,2,5,40,119,16114,8078,0,32628,46,15218,7,72408,-1
804,33977.25,14273.375,8213.91,2971.0,3,3,100,100,2,3,40,102,16110,9276,0,26156,15,12561,3,71539,-1
805,33977.25,13669.775,8803.52,2789.66,3,3,100,100,2,3,40,102,14471,6603,0,31662,36,14854,1,82208,-1
806,33977.25,13669.775,8853.56,2594.59,3,3,100,100,1,2,40,107,20721,10639,0,31846,21,14908,3,88252,-1
807,32859.475,13995.65,8938.57,2438.3,3,3,100,100,4,3,40,97,18444,10279,0,26992,39,13147,2,82957,-1
808,32859.475,13995.65,8993.83,2270.1,3,3,100,100,3,3,40,98,18730,9057,0,29301,57,12079,4,88339,-1
809,34687.125,13995.65,9040.14,2201.49,3,3,100,100,1,4,40,96,17778,10181,0,30816,233,15320,5,94022,-1
810,34687.125,13669.775,8888.85,2146.07,3,3,100,100,1,2,40,103,17820,10877,0,31074,91,14249,6,90447,-1
811,34687.125,13669.775,9235.18,2090.88,3,3,100,100,1,3,40,108,16888,10069,0,30262,372,9361,5,79594,-1
812,32014.25,13669.775,9041.31,2139.4,3,3,100,100,4,3,40,101,14335,5358,0,27382,529,8478,3,69551,-1
813,32014.25,13669.775,8855.32,2240.73,3,3,100,100,4,3,40,93,13161,5843,0,27123,336,8839,7,76309,-1
814,32014.25,13669.775,8689.41,2163.55,3,3,100,100,3,2,40,90,14292,6130,0,26111,977,8125,5,72740,-1
815,32014.25,13669.775,8638.88,2400.83,4,3,100,100,3,2,40,99,12803,4593,0,28911,328,7596,8,55079,-1
816,36397.3,13669.775,9189.75,2165.26,3,3,100,100,1,2,40,90,19529,12119,0,35712,241,9840,2,74984,-1
817,34775.125,13669.775,9151.47,2035.07,3,3,100,100,1,1,40,92,16394,9267,0,34103,63,7117,0,79679,-1
818,31601.9,13669.775,9236.25,2028.58,3,3,100,100,4,1,40,90,10737,3637,0,32874,183,9003,1,80815,-1
819,34407.975,13669.775,9148.09,2232.29,3,3,100,100,1,1,40,91,10269,4232,0,34477,719,6572,2,74331,-1
820,34407.975,12196.225,8999.36,2361.92,3,3,100,100,1,5,40,89,5865,1653,0,25695,280,6566,12,75816,-1
821,42231.025,12196.225,9247.19,2461.3,3,3,100,100,1,6,40,90,11106,6593,0,39377,171,12379,0,167114,-1
822,42231.025,11537.45,9305.9,2349.94,3,3,100,100,1,7,40,88,9650,6223,0,36323,380,7044,0,118314,-1
823,42231.025,12124.6,9333.16,2581.31,3,3,100,100,1,6,40,91,4366,1825,0,26354,267,5495,3,67608,-1
824,42231.025,12124.6,9729.06,2577.56,3,3,100,100,1,6,40,83,8617,5932,0,36437,244,6812,0,104734,-1
825,42586.425,12124.6,10145.66,2630.06,3,3,100,100,2,7,40,100,8572,5942,0,43454,137,6846,1,80673,-1
826,42586.425,12124.6,10265.97,2642.83,4,3,100,100,2,6,40,105,8741,4348,0,39894,355,8771,5,81763,-1
827,43183.2,12234.65,10432.26,2454.0,3,3,100,100,1,7,40,99,12933,7955,0,39028,165,10385,4,68170,-1
828,43183.2,12234.65,10303.62,2349.87,3,3,100,100,1,5,40,92,12515,6191,0,33660,104,9723,7,53357,-1
829,43183.2,12234.65,9815.37,2123.17,3,3,100,100,1,4,40,103,15390,9481,0,37426,380,11575,0,84056,-1
830,43183.2,12234.65,9384.65,1625.8,3,3,100,100,1,4,40,89,18424,12690,0,25020,65,9905,3,50989,-1
831,43183.2,11431.475,9108.42,1142.34,3,3,100,100,1,6,40,97,22746,15054,0,28778,103,11962,1,74842,-1
832,43183.2,11431.475,8908.57,1067.33,3,3,100,100,1,3,40,97,17822,9904,0,23971,171,14284,4,50345,-1
833,39271.725,11431.475,8122.22,103.53,3,3,100,100,1,3,40,85,38016,28761,0,27387,54,11004,3,77552,-1
834,39271.725,11431.475,8234.83,-425.14,3,2,100,100,1,2,40,86,26642,18634,0,26102,22,12978,1,44436,-1
835,39271.725,10640.625,8098.84,-1446.13,3,3,100,100,1,1,40,95,43939,38858,0,29929,82,14880,1,196530,-1
836,39271.725,9348.075,7533.24,-1649.71,3,2,100,100,1,1,40,90,31412,26420,0,26052,8,14585,4,88017,-1
837,39271.725,9348.075,7049.57,-1547.54,3,3,100,100,1,1,40,86,25152,20359,0,23236,24,14426,3,59493,-1
838,39271.725,9348.075,7098.73,-1774.03,3,3,100,100,1,2,40,102,31983,27653,0,20812,80,8892,1,118736,-1
839,39271.725,9348.075,6331.9,-1821.55,3,3,100,100,1,2,40,90,23206,18502,0,23107,280,10807,4,57723,-1
840,39271.725,9279.85,5958.13,-2142.55,3,2,100,100,1,1,40,96,32052,26328,0,23141,57,14589,2,62718,-1
841,39271.725,9279.85,5588.43,-1584.45,3,3,100,100,1,1,40,101,24897,19337,0,21136,19,15369,1,50137,-1
842,36476.3,4971.1,5345.79,-1101.6,3,3,100,100,1,20,40,111,25144,17354,0,19844,81,16695,2,44330,-1
843,36476.3,4971.1,4915.76,-818.02,3,3,100,100,1,20,40,103,25523,18514,0,22043,77,16501,1,47783,-1
844,36476.3,4971.1,4912.72,-381.54,3,3,100,100,1,20,40,111,23736,15116,0,26535,15,16398,0,54228,-1
845,36476.3,4971.1,4805.36,-130.78,3,2,100,100,1,20,40,118,25270,16617,0,19218,63,15134,0,48669,-1
846,36476.3,4918.45,4610.47,-10.14,3,3,100,100,1,20,40,106,25611,17640,0,22992,79,14645,3,67197,-1
847,36476.3,4918.45,4754.46,-128.89,3,3,100,100,1,20,40,111,31638,21942,0,23756,82,14782,5,107109,-1
848,36476.3,8220.35,4756.54,221.7,3,3,100,100,1,1,40,100,20312,10638,0,18244,23,10499,0,24189,-1
849,36476.3,8220.35,4526.48,464.63,2,2,100,100,1,1,40,80,13726,6030,0,9009,68,7491,3,7082,-1
850,36476.3,4989.975,4351.62,677.09,3,2,100,100,1,20,40,78,12161,4844,0,9084,29,5321,3,7818,-1
851,24216.3,4989.975,4155.27,814.8,3,2,100,100,2,20,40,72,14386,7283,0,8446,20,6407,6,7673,-1
852,24216.3,6169.275,3925.6,813.93,3,3,100,100,2,1,40,85,19743,11461,0,14808,66,9612,0,22271,-1
853,24216.3,6169.275,4268.16,669.05,3,2,100,100,2,1,40,74,17537,6874,0,13513,41,7927,7,15760,-1
854,23808.125,6169.275,4422.53,643.16,3,2,100,100,2,1,40,69,17186,5833,0,15215,91,5854,2,16621,-1
855,23808.125,6169.275,4417.73,545.88,3,2,100,100,3,1,40,77,20871,8732,0,15188,78,6366,1,15832,-1
856,23808.125,6169.275,4419.2,357.33,3,2,100,100,2,1,40,72,21957,8271,0,11893,3,6450,0,13005,-1
857,23808.125,6169.275,4425.83,191.69,3,2,100,100,1,1,40,72,23413,9357,0,15655,66,8167,1,17342,-1
858,23808.125,6169.275,4369.89,-9.09,3,2,100,100,1,1,40,80,27593,10893,0,15393,109,9075,5,37780,-1
859,23808.125,4797.725,4460.25,39.14,3,3,100,100,1,20,40,78,25517,8914,0,15163,391,8197,1,24017,-1
860,23808.125,7255.925,4280.64,-125.86,3,3,100,100,1,1,40,71,24477,9548,0,11488,139,6607,0,15762,-1
861,23808.125,7255.925,4457.25,-192.32,3,2,100,100,1,1,40,79,32317,11889,0,15416,61,11461,1,75117,-1
862,23808.125,7255.925,4656.41,-268.0,3,2,100,100,1,1,40,87,28016,10151,0,13821,174,7423,0,53269,-1
863,23808.125,8861.3,4924.65,-284.22,3,3,100,100,1,1,40,79,29464,10805,0,17300,943,8179,1,117374,-1
864,23808.125,7255.925,5089.5,-364.11,3,2,100,100,1,1,40,83,29526,10534,0,10654,548,7017,1,68668,-1
865,23808.125,7255.925,4611.38,-425.91,3,2,100,100,1,1,40,65,26550,10001,0,4497,76,3110,3,5710,-1
866,23808.125,7823.15,4342.87,-405.14,3,3,100,100,1,2,40,70,26899,9824,0,8740,172,4222,1,24312,-1
867,23808.125,7823.15,4403.33,-378.46,3,2,100,100,1,2,40,78,29066,11822,0,10225,156,7955,2,85499,-1
868,20752.8,7823.15,4258.14,-577.48,3,2,100,100,2,2,40,77,31467,12415,0,9733,169,6531,1,57882,-1
869,24266.25,7255.925,4650.6,-675.0,3,2,100,100,1,1,40,80,23726,8478,0,10518,96,4878,0,60433,-1
870,21786.525,8980.825,5090.06,-618.45,3,3,100,100,1,1,40,90,29894,9031,0,11373,790,7739,0,59358,-1
871,21786.525,8980.825,5763.53,-380.75,3,2,100,100,1,1,40,85,26291,6322,0,8360,291,13589,0,150667,-1
872,46079.1,8231.1,7444.77,-124.05,3,3,100,100,1,2,40,97,32609,13569,0,16541,379,8555,0,512691,-1
873,46079.1,8752.0,8016.38,50.48,3,3,100,100,1,2,40,86,30628,7221,0,17813,297,8405,0,177889,-1
874,46079.1,8752.0,8592.88,329.18,3,3,100,100,1,2,40,98,26349,5990,0,11095,369,10173,0,104349,-1
875,35103.2,8752.0,8339.3,296.8,3,2,100,100,1,2,40,87,31007,9200,0,14845,363,8832,0,86952,-1
876,38721.4,8752.0,8938.24,208.13,3,2,100,100,1,2,40,98,26274,8841,0,27198,94,8215,0,128026,-1
877,37718.4,8752.0,9026.9,296.32,3,3,100,100,3,2,40,97,27538,8447,0,20451,126,11642,1,65353,-1
878,37718.4,8752.0,9149.95,237.6,3,3,100,100,3,3,40,91,30212,8448,0,18023,150,9364,0,85854,-1
879,51263.75,8752.0,9438.12,-73.73,3,2,100,100,1,2,40,97,36349,15825,0,25522,113,9865,0,185836,-1
880,51263.75,8752.0,8667.98,-146.68,3,2,100,100,1,2,40,88,33712,12374,0,19086,109,6190,1,31403,-1
881,37718.4,8823.875,9243.67,-128.05,3,3,100,100,2,2,40,92,32119,10823,0,27983,138,10402,1,46121,-1
882,37641.0,8823.875,9371.97,-137.42,3,3,100,100,1,2,40,90,32065,9590,0,22348,239,10522,1,65283,-1
883,37641.0,8823.875,8681.67,-244.24,3,3,100,100,1,1,40,78,33306,10763,0,17652,107,6058,1,20561,-1
884,31543.7,8823.875,8667.95,-163.33,3,2,100,100,1,1,40,89,32775,11110,0,19578,501,6026,0,34445,-1
885,30338.95,8823.875,8903.73,-109.7,3,2,100,100,2,1,40,82,28685,7927,0,22564,199,7158,1,56258,-1
886,28885.25,8823.875,8541.83,-204.89,3,3,100,100,2,2,40,79,31715,10158,0,21321,1531,10189,4,52907,-1
887,28581.8,8929.625,8238.16,-271.07,3,3,100,100,2,2,40,88,30683,9165,0,20135,145,8129,0,29226,-1
888,28581.8,8929.625,8071.73,-155.6,3,2,100,100,2,2,40,89,28841,9438,0,18789,763,7727,1,41726,-1
889,28581.8,8929.625,8044.83,-148.26,3,2,100,100,2,2,40,82,29407,10544,0,19415,216,8247,0,54057,-1
890,28581.8,8823.875,8524.47,-184.37,3,2,100,100,1,1,40,85,33651,12190,0,19501,321,10070,3,228214,-1
891,28581.8,8896.825,8385.97,-161.4,3,3,100,100,1,2,40,82,28815,8761,0,16595,612,8286,1,118076,-1
892,28581.8,8896.825,8435.73,-72.42,3,2,100,100,1,1,40,87,27044,8317,0,17743,165,10541,0,128810,-1
893,28581.8,8896.825,8424.31,-287.65,3,2,100,100,1,1,40,81,36506,14070,0,13149,115,7982,0,383470,-1
894,31348.475,8896.825,8587.24,-266.66,3,3,100,100,1,3,40,89,32958,14631,0,21648,1077,9405,0,213207,-1
895,27592.975,8896.825,8479.56,-136.67,3,3,100,100,5,5,40,94,30235,10230,0,28359,741,10252,6,110396,-1
896,27592.975,8878.95,8344.66,43.44,3,2,100,100,4,3,40,88,27466,9528,0,24165,564,8995,1,104283,-1
897,29788.8,8878.95,8166.57,75.25,3,3,100,100,1,3,40,89,35090,10820,0,20057,620,11802,3,74545,-1
898,32206.95,9069.325,8930.58,130.74,3,3,100,100,3,5,40,100,28980,8675,0,26782,91,11731,0,61059,-1
899,36120.875,9069.325,10183.84,-82.88,3,2,100,100,4,4,40,93,33824,9080,0,32183,44,12605,0,128828,-1
900,43911.9,9069.325,10647.6,-4.98,3,3,100,100,1,4,40,80,33607,10674,0,35130,103,11399,0,92281,-1
901,39294.3,8878.95,10564.18,13.0,3,3,100,100,1,2,40,95,31525,11123,0,30061,220,12221,0,46447,-1
902,36184.575,8878.95,10095.39,-66.67,3,3,100,100,2,3,40,83,27973,8372,0,17720,482,6961,5,20810,-1
903,36184.575,8878.95,9643.54,-246.0,3,3,100,100,2,3,40,86,31255,9997,0,20899,500,8131,1,22877,-1
904,36184.575,8878.95,10057.92,-239.3,3,3,100,100,1,3,40,92,32149,10748,0,25886,1025,9039,2,123785,-1
905,36184.575,8878.95,9348.17,-209.57,3,3,100,100,1,3,40,80,26931,5862,0,17232,1072,8149,1,22418,-1
906,36184.575,8878.95,9227.7,-138.13,3,3,100,100,1,4,40,93,31716,7381,0,25013,836,9286,0,54161,-1
907,36184.575,8878.95,8793.78,-212.62,3,2,100,100,1,4,40,89,30174,7243,0,14169,106,6824,31,17261,-1
908,36184.575,8878.95,9263.49,-231.04,3,3,100,100,1,4,40,91,32066,7052,0,22001,99,9156,0,27485,-1
909,42819.525,9025.575,9491.24,-531.32,3,3,100,100,1,4,40,89,36834,12164,0,34457,130,10221,3,95643,-1
910,42819.525,9025.575,9390.58,-349.53,3,3,100,100,1,4,40,88,30099,7133,0,25279,118,11442,1,43050,-1
911,42819.525,8873.85,9271.05,-298.99,3,2,100,100,1,2,40,87,22889,4551,0,14977,277,7838,4,22733,-1
912,42819.525,8873.85,9473.91,-253.69,3,2,100,100,1,2,40,88,24853,5037,0,24720,280,8731,4,32145,-1
913,42819.525,8179.475,9090.97,-167.04,3,2,100,100,1,2,40,70,24521,5431,0,22528,363,8452,0,33794,-1
914,32324.125,9242.8,9152.68,110.3,3,3,100,100,2,2,40,80,26311,4311,0,20130,295,8618,4,28814,-1
915,31754.15,9242.8,8608.75,18.71,3,3,100,100,1,2,40,80,24937,6158,0,16619,305,7783,2,23247,-1
916,31754.15,9080.975,8662.32,74.45,3,3,100,100,1,2,40,84,21608,4464,0,22859,622,7960,2,32813,-1
917,31754.15,9080.975,8698.18,-23.92,3,3,100,100,1,2,40,83,24464,5058,0,20764,865,8742,5,28546,-1
918,31754.15,9080.975,8528.79,-47.05,3,2,100,100,1,1,40,71,20766,3905,0,17298,450,5889,3,20675,-1
919,31754.15,9080.975,7870.81,148.23,3,2,100,100,1,1,40,62,17361,3048,0,19125,464,6034,6,23907,-1
920,31754.15,9080.975,7927.06,259.99,3,2,100,100,1,1,40,85,16479,3982,0,18564,1020,6398,1,25381,-1
921,26966.0,9098.6,8067.0,238.13,3,3,100,100,1,2,40,81,21565,4257,0,23009,923,6291,2,24486,-1
922,26966.0,9098.6,8030.87,392.37,3,3,100,100,1,2,40,79,19543,3587,0,17027,405,7387,2,22673,-1
923,26966.0,9098.6,7923.59,528.73,3,3,100,100,1,1,40,78,17389,3477,0,17907,660,7875,4,27993,-1
924,26966.0,9098.6,8051.54,755.24,3,2,100,100,1,1,40,80,14373,3550,0,20757,572,9175,0,30264,-1
925,26966.0,9246.725,8213.06,938.62,3,3,100,100,1,2,40,98,14872,3036,0,14194,553,8722,0,37862,-1
926,23107.7,9246.725,7961.35,1038.68,3,2,100,100,4,1,40,86,14393,2665,0,11709,418,7082,3,22632,-1
927,24018.65,9246.725,8527.89,1097.23,3,3,100,100,2,1,40,97,15579,4760,0,24803,1615,10066,2,45560,-1
928,24018.65,9246.725,8359.69,1136.03,3,2,100,100,2,1,40,86,14809,2910,0,16472,735,9321,8,27115,-1
929,24018.65,9246.725,8474.37,1025.4,3,3,100,100,2,1,40,96,19643,4431,0,19600,1032,10877,4,26172,-1
930,24018.65,9246.725,8426.44,1188.86,3,2,100,100,2,1,40,87,16395,3708,0,14962,581,9874,6,22542,-1
931,23107.7,9246.725,8445.38,1287.65,3,3,100,100,2,2,40,92,14032,3172,0,16953,782,10793,6,23881,-1
932,22423.275,9246.725,8733.29,1210.1,4,2,100,100,2,2,40,98,15325,3842,0,18962,825,13386,3,37278,-1
933,22995.55,9246.725,8876.6,1078.73,3,2,100,100,1,2,40,87,16597,4299,0,22040,1110,9684,1,31662,-1
934,23638.525,9246.725,8744.74,1268.58,3,3,100,100,2,4,40,97,13726,2785,0,20382,1035,10743,4,25068,-1
935,23638.525,9464.825,8921.63,1472.59,3,3,100,100,1,3,40,109,12941,2396,0,21064,1144,13074,14,30233,-1
936,23638.525,9464.825,8948.17,1522.05,3,3,100,100,1,4,40,96,12522,2699,0,25458,836,12716,6,42100,-1
937,23638.525,9458.825,8618.97,1502.4,3,3,100,100,1,3,40,92,14814,3207,0,19024,1818,10463,5,33894,-1
938,23638.525,9458.825,8300.12,1737.54,3,3,100,100,1,7,40,104,13218,3379,0,25153,1477,12474,3,38984,-1
939,23638.525,9458.825,8158.07,1734.11,3,2,100,100,1,7,40,90,13585,3792,0,20601,1219,11583,2,41064,-1
940,24257.675,9458.825,8245.18,1673.86,3,2,100,100,2,4,40,90,13324,2732,0,22580,1348,11141,3,37325,-1
941,24257.675,9458.825,8130.41,1621.94,3,3,100,100,1,4,40,97,15845,4116,0,25079,1068,13720,1,50504,-1
942,24257.675,9458.825,8194.69,1743.9,3,3,100,100,1,5,40,100,12195,3009,0,20792,1379,11971,11,37231,-1
943,22592.325,9458.825,8248.69,1727.6,3,3,100,100,4,5,40,101,13315,3296,0,19235,501,10604,4,30174,-1
944,22592.325,9423.675,8690.18,1923.87,3,3,100,100,4,7,40,102,11417,2279,0,15822,493,9516,2,24152,-1
945,29603.925,9476.925,9326.1,1883.83,3,3,100,100,2,11,40,104,16860,5392,0,31710,1487,12668,3,58649,-1
946,29603.925,9476.925,9352.0,1889.63,3,3,100,100,2,10,40,101,18101,4612,0,23427,1022,12311,3,37904,-1
947,29603.925,9476.925,9101.33,2034.23,3,3,100,100,2,10,40,92,14143,3405,0,19040,656,12172,12,34045,-1
948,29603.925,9190.525,8757.54,1967.01,3,3,100,100,2,8,40,96,15087,4390,0,25356,2121,12389,2,55122,-1
949,29603.925,9190.525,8750.08,1925.25,3,3,100,100,2,6,40,99,14827,3860,0,17090,504,11230,3,28485,-1
950,29603.925,9412.575,8718.01,1966.81,3,3,100,100,1,5,40,102,13741,3890,0,20529,719,10576,1,38851,-1
951,29603.925,9412.575,8964.36,1906.41,4,3,100,100,1,5,40,91,15996,5273,0,23452,1717,14817,5,61198,-1
952,29603.925,9412.575,9132.4,1838.23,3,3,100,100,1,3,40,93,15892,3952,0,21706,1324,14042,1,68651,-1
953,29092.75,9412.575,9554.01,1849.72,3,3,100,100,1,6,40,106,17793,4942,0,25921,1265,14609,0,75464,-1
954,29092.75,9670.25,9495.35,1992.83,3,3,100,100,1,6,40,114,14806,3154,0,18055,1258,15077,2,37507,-1
955,29092.75,9670.25,8990.62,1995.25,3,3,100,100,1,7,40,99,15702,3731,0,15353,936,13186,6,35551,-1
956,29092.75,9670.25,8758.79,2178.54,3,3,100,100,1,7,40,107,10089,1600,0,10961,867,9955,8,14812,-1
957,29092.75,9670.25,8156.12,2232.44,3,3,100,100,1,6,40,97,11165,1928,0,9009,433,10421,36,14185,-1
958,29092.75,9549.65,7879.17,2227.04,3,3,100,100,1,7,40,89,13287,2802,0,9607,286,8786,16,11821,-1
959,29092.75,9632.675,7745.86,2137.49,3,3,100,100,1,9,40,110,16093,4279,0,10322,161,10370,10,12325,-1
960,24033.825,9632.675,7066.29,2150.67,3,3,100,100,2,7,40,94,18491,5604,0,6823,289,8382,7,9294,-1
961,24033.825,9632.675,6902.4,2256.94,3,3,100,100,2,8,40,115,16459,4501,0,7670,239,10059,32,12820,-1
